model,mode,degradation_pct,label,class_name,precision,recall,f1
ours_p70,zero,75,0,Shifu,0.9960,1.0000,0.9980
ours_p70,zero,75,1,Geodo,0.6788,0.9720,0.7993
ours_p70,zero,75,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,zero,75,3,Gmail,1.0000,1.0000,1.0000
ours_p70,zero,75,4,Neris,0.7875,0.8080,0.7976
ours_p70,zero,75,5,SMB,1.0000,1.0000,1.0000
ours_p70,zero,75,6,Nsis-ay,0.9532,0.9360,0.9445
ours_p70,zero,75,7,Cridex,1.0000,0.8940,0.9440
ours_p70,zero,75,8,Zeus,0.9872,0.7700,0.8652
ours_p70,zero,75,9,Miuref,0.8759,0.7620,0.8150
ours_p70,zero,75,10,MySQL,1.0000,1.0000,1.0000
ours_p70,zero,75,11,Virut,0.6615,0.7700,0.7116
ours_p70,zero,75,12,Weibo,0.9960,1.0000,0.9980
ours_p70,zero,75,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,zero,75,14,Outlook,1.0000,1.0000,1.0000
ours_p70,zero,75,15,Facetime,0.9940,1.0000,0.9970
ours_p70,zero,75,16,Tinba,1.0000,0.9940,0.9970
ours_p70,zero,75,17,FTP,1.0000,1.0000,1.0000
ours_p70,zero,75,18,Htbot,0.8081,0.6820,0.7397
ours_p70,zero,75,19,Skype,1.0000,1.0000,1.0000
ours_p70,zero,100,0,Shifu,0.9960,1.0000,0.9980
ours_p70,zero,100,1,Geodo,0.6788,0.9720,0.7993
ours_p70,zero,100,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,zero,100,3,Gmail,1.0000,1.0000,1.0000
ours_p70,zero,100,4,Neris,0.7710,0.7880,0.7794
ours_p70,zero,100,5,SMB,1.0000,1.0000,1.0000
ours_p70,zero,100,6,Nsis-ay,0.9389,0.9220,0.9304
ours_p70,zero,100,7,Cridex,1.0000,0.8940,0.9440
ours_p70,zero,100,8,Zeus,0.9837,0.7240,0.8341
ours_p70,zero,100,9,Miuref,0.8739,0.7620,0.8141
ours_p70,zero,100,10,MySQL,1.0000,1.0000,1.0000
ours_p70,zero,100,11,Virut,0.6022,0.7780,0.6789
ours_p70,zero,100,12,Weibo,0.9960,1.0000,0.9980
ours_p70,zero,100,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,zero,100,14,Outlook,1.0000,1.0000,1.0000
ours_p70,zero,100,15,Facetime,0.9980,1.0000,0.9990
ours_p70,zero,100,16,Tinba,1.0000,0.9940,0.9970
ours_p70,zero,100,17,FTP,1.0000,1.0000,1.0000
ours_p70,zero,100,18,Htbot,0.7572,0.5800,0.6569
ours_p70,zero,100,19,Skype,1.0000,1.0000,1.0000
normalize_p70,mask,0,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,mask,0,1,Geodo,0.8838,0.9740,0.9267
normalize_p70,mask,0,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,mask,0,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,mask,0,4,Neris,0.9157,0.8040,0.8562
normalize_p70,mask,0,5,SMB,1.0000,1.0000,1.0000
normalize_p70,mask,0,6,Nsis-ay,0.9918,0.9620,0.9766
normalize_p70,mask,0,7,Cridex,0.9978,0.8940,0.9430
normalize_p70,mask,0,8,Zeus,0.9980,0.9840,0.9909
normalize_p70,mask,0,9,Miuref,0.8876,0.8840,0.8858
normalize_p70,mask,0,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,mask,0,11,Virut,0.7482,0.8200,0.7824
normalize_p70,mask,0,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,mask,0,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,mask,0,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,mask,0,15,Facetime,1.0000,1.0000,1.0000
normalize_p70,mask,0,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,mask,0,17,FTP,1.0000,1.0000,1.0000
normalize_p70,mask,0,18,Htbot,0.8346,0.8980,0.8651
normalize_p70,mask,0,19,Skype,1.0000,1.0000,1.0000
normalize_p70,mask,25,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,mask,25,1,Geodo,0.9869,0.6040,0.7494
normalize_p70,mask,25,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,mask,25,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,mask,25,4,Neris,0.8766,0.6960,0.7759
normalize_p70,mask,25,5,SMB,1.0000,0.9980,0.9990
normalize_p70,mask,25,6,Nsis-ay,0.9525,0.8420,0.8938
normalize_p70,mask,25,7,Cridex,0.9978,0.8900,0.9408
normalize_p70,mask,25,8,Zeus,0.5545,0.7940,0.6530
normalize_p70,mask,25,9,Miuref,0.8762,0.7500,0.8082
normalize_p70,mask,25,10,MySQL,0.9921,1.0000,0.9960
normalize_p70,mask,25,11,Virut,0.6038,0.7620,0.6737
normalize_p70,mask,25,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,mask,25,13,WorldOfWarcraft,0.9980,1.0000,0.9990
normalize_p70,mask,25,14,Outlook,0.9980,1.0000,0.9990
normalize_p70,mask,25,15,Facetime,1.0000,0.9700,0.9848
normalize_p70,mask,25,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,mask,25,17,FTP,1.0000,0.9940,0.9970
normalize_p70,mask,25,18,Htbot,0.6182,0.8000,0.6975
normalize_p70,mask,25,19,Skype,1.0000,1.0000,1.0000
normalize_p70,mask,50,0,Shifu,0.9980,0.9960,0.9970
normalize_p70,mask,50,1,Geodo,0.9966,0.5780,0.7316
normalize_p70,mask,50,2,BitTorrent,0.9976,0.8180,0.8989
normalize_p70,mask,50,3,Gmail,1.0000,0.9760,0.9879
normalize_p70,mask,50,4,Neris,0.7818,0.6880,0.7319
normalize_p70,mask,50,5,SMB,0.9043,0.9260,0.9150
normalize_p70,mask,50,6,Nsis-ay,0.8301,0.5080,0.6303
normalize_p70,mask,50,7,Cridex,0.9770,0.5940,0.7388
normalize_p70,mask,50,8,Zeus,0.5354,0.7560,0.6269
normalize_p70,mask,50,9,Miuref,0.7451,0.6840,0.7132
normalize_p70,mask,50,10,MySQL,0.9881,0.9960,0.9920
normalize_p70,mask,50,11,Virut,0.4681,0.7040,0.5623
normalize_p70,mask,50,12,Weibo,0.9648,0.9860,0.9753
normalize_p70,mask,50,13,WorldOfWarcraft,0.8726,1.0000,0.9320
normalize_p70,mask,50,14,Outlook,0.9902,0.8060,0.8886
normalize_p70,mask,50,15,Facetime,1.0000,0.9900,0.9950
normalize_p70,mask,50,16,Tinba,0.9980,0.9920,0.9950
normalize_p70,mask,50,17,FTP,0.9979,0.9620,0.9796
normalize_p70,mask,50,18,Htbot,0.4335,0.7500,0.5495
normalize_p70,mask,50,19,Skype,1.0000,1.0000,1.0000
normalize_p70,mask,75,0,Shifu,0.9138,0.9960,0.9531
normalize_p70,mask,75,1,Geodo,0.9525,0.5620,0.7069
normalize_p70,mask,75,2,BitTorrent,1.0000,0.5140,0.6790
normalize_p70,mask,75,3,Gmail,1.0000,0.8200,0.9011
normalize_p70,mask,75,4,Neris,0.4808,0.6260,0.5439
normalize_p70,mask,75,5,SMB,0.9862,0.8580,0.9176
normalize_p70,mask,75,6,Nsis-ay,0.7424,0.6340,0.6839
normalize_p70,mask,75,7,Cridex,1.0000,0.5340,0.6962
normalize_p70,mask,75,8,Zeus,0.5192,0.8100,0.6328
normalize_p70,mask,75,9,Miuref,0.9035,0.6180,0.7340
normalize_p70,mask,75,10,MySQL,0.9935,0.9200,0.9553
normalize_p70,mask,75,11,Virut,0.4265,0.6500,0.5151
normalize_p70,mask,75,12,Weibo,0.8526,0.9600,0.9031
normalize_p70,mask,75,13,WorldOfWarcraft,0.9033,0.9720,0.9364
normalize_p70,mask,75,14,Outlook,0.8459,0.9000,0.8721
normalize_p70,mask,75,15,Facetime,1.0000,0.4760,0.6450
normalize_p70,mask,75,16,Tinba,0.9960,0.9920,0.9940
normalize_p70,mask,75,17,FTP,0.9954,0.8740,0.9308
normalize_p70,mask,75,18,Htbot,0.3124,0.6660,0.4253
normalize_p70,mask,75,19,Skype,0.9898,0.9740,0.9819
normalize_p70,mask,100,0,Shifu,0.9980,1.0000,0.9990
normalize_p70,mask,100,1,Geodo,0.9711,0.6040,0.7448
normalize_p70,mask,100,2,BitTorrent,0.9980,0.9980,0.9980
normalize_p70,mask,100,3,Gmail,1.0000,0.9100,0.9529
normalize_p70,mask,100,4,Neris,0.8022,0.7460,0.7731
normalize_p70,mask,100,5,SMB,0.9452,1.0000,0.9718
normalize_p70,mask,100,6,Nsis-ay,0.9525,0.8420,0.8938
normalize_p70,mask,100,7,Cridex,1.0000,0.5180,0.6825
normalize_p70,mask,100,8,Zeus,0.5518,0.8100,0.6564
normalize_p70,mask,100,9,Miuref,0.8744,0.7240,0.7921
normalize_p70,mask,100,10,MySQL,1.0000,0.9360,0.9669
normalize_p70,mask,100,11,Virut,0.4250,0.7140,0.5328
normalize_p70,mask,100,12,Weibo,0.9398,1.0000,0.9690
normalize_p70,mask,100,13,WorldOfWarcraft,0.8913,1.0000,0.9425
normalize_p70,mask,100,14,Outlook,1.0000,0.9980,0.9990
normalize_p70,mask,100,15,Facetime,1.0000,0.9860,0.9930
normalize_p70,mask,100,16,Tinba,0.9980,0.9900,0.9940
normalize_p70,mask,100,17,FTP,1.0000,0.9400,0.9691
normalize_p70,mask,100,18,Htbot,0.5777,0.6320,0.6036
normalize_p70,mask,100,19,Skype,0.9979,0.9660,0.9817
normalize_p70,random,0,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,random,0,1,Geodo,0.8838,0.9740,0.9267
normalize_p70,random,0,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,random,0,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,random,0,4,Neris,0.9157,0.8040,0.8562
normalize_p70,random,0,5,SMB,1.0000,1.0000,1.0000
normalize_p70,random,0,6,Nsis-ay,0.9918,0.9620,0.9766
normalize_p70,random,0,7,Cridex,0.9978,0.8940,0.9430
normalize_p70,random,0,8,Zeus,0.9980,0.9840,0.9909
normalize_p70,random,0,9,Miuref,0.8876,0.8840,0.8858
normalize_p70,random,0,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,random,0,11,Virut,0.7482,0.8200,0.7824
normalize_p70,random,0,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,random,0,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,random,0,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,random,0,15,Facetime,1.0000,1.0000,1.0000
normalize_p70,random,0,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,random,0,17,FTP,1.0000,1.0000,1.0000
normalize_p70,random,0,18,Htbot,0.8346,0.8980,0.8651
normalize_p70,random,0,19,Skype,1.0000,1.0000,1.0000
normalize_p70,random,25,0,Shifu,0.9980,1.0000,0.9990
normalize_p70,random,25,1,Geodo,0.9024,0.6840,0.7782
normalize_p70,random,25,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,random,25,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,random,25,4,Neris,0.9108,0.7960,0.8495
normalize_p70,random,25,5,SMB,1.0000,1.0000,1.0000
normalize_p70,random,25,6,Nsis-ay,0.9106,0.9580,0.9337
normalize_p70,random,25,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,random,25,8,Zeus,0.7037,0.9120,0.7944
normalize_p70,random,25,9,Miuref,0.8724,0.7660,0.8158
normalize_p70,random,25,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,random,25,11,Virut,0.7113,0.8080,0.7566
normalize_p70,random,25,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,random,25,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,random,25,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,random,25,15,Facetime,1.0000,1.0000,1.0000
normalize_p70,random,25,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,random,25,17,FTP,1.0000,1.0000,1.0000
normalize_p70,random,25,18,Htbot,0.7702,0.8580,0.8117
normalize_p70,random,25,19,Skype,1.0000,1.0000,1.0000
normalize_p70,random,50,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,random,50,1,Geodo,0.8874,0.6780,0.7687
normalize_p70,random,50,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,random,50,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,random,50,4,Neris,0.8764,0.7800,0.8254
normalize_p70,random,50,5,SMB,0.9980,1.0000,0.9990
normalize_p70,random,50,6,Nsis-ay,0.8969,0.9400,0.9180
normalize_p70,random,50,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,random,50,8,Zeus,0.7021,0.8860,0.7834
normalize_p70,random,50,9,Miuref,0.8679,0.7620,0.8115
normalize_p70,random,50,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,random,50,11,Virut,0.6694,0.8060,0.7314
normalize_p70,random,50,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,random,50,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,random,50,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,random,50,15,Facetime,0.9980,1.0000,0.9990
normalize_p70,random,50,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,random,50,17,FTP,0.9980,1.0000,0.9990
normalize_p70,random,50,18,Htbot,0.7761,0.8180,0.7965
normalize_p70,random,50,19,Skype,1.0000,1.0000,1.0000
normalize_p70,random,75,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,random,75,1,Geodo,0.9208,0.6740,0.7783
normalize_p70,random,75,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,random,75,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,random,75,4,Neris,0.8758,0.7760,0.8229
normalize_p70,random,75,5,SMB,1.0000,1.0000,1.0000
normalize_p70,random,75,6,Nsis-ay,0.8414,0.9440,0.8897
normalize_p70,random,75,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,random,75,8,Zeus,0.6912,0.8460,0.7608
normalize_p70,random,75,9,Miuref,0.8699,0.7620,0.8124
normalize_p70,random,75,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,random,75,11,Virut,0.6191,0.7640,0.6840
normalize_p70,random,75,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,random,75,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,random,75,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,random,75,15,Facetime,0.9980,1.0000,0.9990
normalize_p70,random,75,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,random,75,17,FTP,1.0000,1.0000,1.0000
normalize_p70,random,75,18,Htbot,0.7184,0.7400,0.7291
normalize_p70,random,75,19,Skype,1.0000,1.0000,1.0000
normalize_p70,random,100,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,random,100,1,Geodo,0.9044,0.6620,0.7644
normalize_p70,random,100,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,random,100,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,random,100,4,Neris,0.8630,0.7560,0.8060
normalize_p70,random,100,5,SMB,1.0000,1.0000,1.0000
normalize_p70,random,100,6,Nsis-ay,0.8414,0.9340,0.8853
normalize_p70,random,100,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,random,100,8,Zeus,0.6869,0.8160,0.7459
normalize_p70,random,100,9,Miuref,0.8682,0.7640,0.8128
normalize_p70,random,100,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,random,100,11,Virut,0.5463,0.7320,0.6256
normalize_p70,random,100,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,random,100,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,random,100,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,random,100,15,Facetime,0.9960,1.0000,0.9980
normalize_p70,random,100,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,random,100,17,FTP,1.0000,1.0000,1.0000
normalize_p70,random,100,18,Htbot,0.6701,0.6540,0.6619
normalize_p70,random,100,19,Skype,1.0000,1.0000,1.0000
normalize_p70,zero,0,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,zero,0,1,Geodo,0.8838,0.9740,0.9267
normalize_p70,zero,0,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,zero,0,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,zero,0,4,Neris,0.9157,0.8040,0.8562
normalize_p70,zero,0,5,SMB,1.0000,1.0000,1.0000
normalize_p70,zero,0,6,Nsis-ay,0.9918,0.9620,0.9766
normalize_p70,zero,0,7,Cridex,0.9978,0.8940,0.9430
normalize_p70,zero,0,8,Zeus,0.9980,0.9840,0.9909
normalize_p70,zero,0,9,Miuref,0.8876,0.8840,0.8858
normalize_p70,zero,0,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,zero,0,11,Virut,0.7482,0.8200,0.7824
normalize_p70,zero,0,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,zero,0,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,zero,0,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,zero,0,15,Facetime,1.0000,1.0000,1.0000
normalize_p70,zero,0,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,zero,0,17,FTP,1.0000,1.0000,1.0000
normalize_p70,zero,0,18,Htbot,0.8346,0.8980,0.8651
normalize_p70,zero,0,19,Skype,1.0000,1.0000,1.0000
normalize_p70,zero,25,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,zero,25,1,Geodo,0.6787,0.9760,0.8007
normalize_p70,zero,25,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,zero,25,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,zero,25,4,Neris,0.9114,0.8020,0.8532
normalize_p70,zero,25,5,SMB,1.0000,1.0000,1.0000
normalize_p70,zero,25,6,Nsis-ay,0.9938,0.9560,0.9745
normalize_p70,zero,25,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,zero,25,8,Zeus,0.9975,0.7940,0.8842
normalize_p70,zero,25,9,Miuref,0.8759,0.7620,0.8150
normalize_p70,zero,25,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,zero,25,11,Virut,0.7307,0.8140,0.7701
normalize_p70,zero,25,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,zero,25,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,zero,25,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,zero,25,15,Facetime,1.0000,1.0000,1.0000
normalize_p70,zero,25,16,Tinba,1.0000,0.9940,0.9970
normalize_p70,zero,25,17,FTP,1.0000,1.0000,1.0000
normalize_p70,zero,25,18,Htbot,0.8168,0.8560,0.8359
normalize_p70,zero,25,19,Skype,1.0000,1.0000,1.0000
normalize_p70,zero,50,0,Shifu,0.9960,1.0000,0.9980
normalize_p70,zero,50,1,Geodo,0.6792,0.9740,0.8003
normalize_p70,zero,50,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,zero,50,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,zero,50,4,Neris,0.8955,0.7880,0.8383
normalize_p70,zero,50,5,SMB,1.0000,1.0000,1.0000
normalize_p70,zero,50,6,Nsis-ay,0.9896,0.9480,0.9683
normalize_p70,zero,50,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,zero,50,8,Zeus,0.9949,0.7800,0.8744
normalize_p70,zero,50,9,Miuref,0.8759,0.7620,0.8150
normalize_p70,zero,50,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,zero,50,11,Virut,0.7058,0.8060,0.7526
normalize_p70,zero,50,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,zero,50,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,zero,50,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,zero,50,15,Facetime,1.0000,1.0000,1.0000
normalize_p70,zero,50,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,zero,50,17,FTP,1.0000,1.0000,1.0000
normalize_p70,zero,50,18,Htbot,0.8131,0.8440,0.8283
normalize_p70,zero,50,19,Skype,1.0000,1.0000,1.0000
normalize_p70,zero,75,0,Shifu,0.9980,1.0000,0.9990
normalize_p70,zero,75,1,Geodo,0.6797,0.9760,0.8013
normalize_p70,zero,75,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,zero,75,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,zero,75,4,Neris,0.9009,0.7820,0.8373
normalize_p70,zero,75,5,SMB,1.0000,1.0000,1.0000
normalize_p70,zero,75,6,Nsis-ay,0.9874,0.9400,0.9631
normalize_p70,zero,75,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,zero,75,8,Zeus,0.9947,0.7540,0.8578
normalize_p70,zero,75,9,Miuref,0.8759,0.7620,0.8150
normalize_p70,zero,75,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,zero,75,11,Virut,0.6777,0.7780,0.7244
normalize_p70,zero,75,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,zero,75,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,zero,75,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,zero,75,15,Facetime,0.9980,1.0000,0.9990
normalize_p70,zero,75,16,Tinba,1.0000,0.9940,0.9970
normalize_p70,zero,75,17,FTP,1.0000,1.0000,1.0000
normalize_p70,zero,75,18,Htbot,0.7472,0.8040,0.7746
normalize_p70,zero,75,19,Skype,1.0000,1.0000,1.0000
normalize_p70,zero,100,0,Shifu,0.9980,1.0000,0.9990
normalize_p70,zero,100,1,Geodo,0.6788,0.9720,0.7993
normalize_p70,zero,100,2,BitTorrent,1.0000,1.0000,1.0000
normalize_p70,zero,100,3,Gmail,1.0000,1.0000,1.0000
normalize_p70,zero,100,4,Neris,0.8719,0.7620,0.8132
normalize_p70,zero,100,5,SMB,1.0000,1.0000,1.0000
normalize_p70,zero,100,6,Nsis-ay,0.9872,0.9280,0.9567
normalize_p70,zero,100,7,Cridex,1.0000,0.8940,0.9440
normalize_p70,zero,100,8,Zeus,0.9592,0.7060,0.8134
normalize_p70,zero,100,9,Miuref,0.8779,0.7620,0.8158
normalize_p70,zero,100,10,MySQL,1.0000,1.0000,1.0000
normalize_p70,zero,100,11,Virut,0.6434,0.6460,0.6447
normalize_p70,zero,100,12,Weibo,1.0000,1.0000,1.0000
normalize_p70,zero,100,13,WorldOfWarcraft,1.0000,1.0000,1.0000
normalize_p70,zero,100,14,Outlook,1.0000,1.0000,1.0000
normalize_p70,zero,100,15,Facetime,0.9980,1.0000,0.9990
normalize_p70,zero,100,16,Tinba,0.9980,0.9940,0.9960
normalize_p70,zero,100,17,FTP,1.0000,1.0000,1.0000
normalize_p70,zero,100,18,Htbot,0.6262,0.7840,0.6963
normalize_p70,zero,100,19,Skype,1.0000,1.0000,1.0000
